TEST_NAME_ABBREVIATION	stringdist_group_id	position_in_group	group_size
m.tuberculosis-herkistyneetsolut,gammainterferoni,eritys,verestä(igra)␤	123	3	4
mycobacteriumtuberculosis-herkistyneetsolut,gammainterferoni,eritys	123	4	4
b-mito,osatutkimus	124	1	71
b-nil,osatutkimus	124	2	71
b-pvk+t,osatutkimus	124	3	71
b-pvk+t,osatutkimus2474	124	4	71
b-tb1,osatutkimus	124	5	71
b-tb2,osatutkimus	124	6	71
b-troponiinitosoitus	124	7	71
crppikatutkimusoma	124	8	71
ena,seulontatutkimus	124	9	71
glukoosi,vieritutkimus	124	10	71
hemoglobiini,tk:ntekemä	124	11	71
irtosolututkimus␤	124	12	71
kalium,pikatutkimus	124	13	71
keliakiaperustutkimuspaketti	124	14	71
keliakiatutkimus,laaja	124	15	71
keliakiatutkimus,lausunto	124	16	71
keliakiatutkimus,seulonta	124	17	71
keliakiatutkimus,suppea	124	18	71
keliakiatutkimuspaketti	124	19	71
keliakiatutkimusseulonta	124	20	71
kemianperustutkimukset,pikatesti␤	124	21	71
kilpirauhasentutkimuspaketti	124	22	71
kilpirauhastutkimus(paketti)	124	23	71
kilpirauhastutkimuspaketti	124	24	71
kreatiniini,pikatutkimus	124	25	71
laajatutkimuspaketti,mies	124	26	71
laajatutkimuspaketti,nainen	124	27	71
laihduttajantutkimuspaketti	124	28	71
lisälausuntotutkimukselle	124	29	71
natrium,pikatutkimus	124	30	71
nestearvot,pikatutkimus	124	31	71
ohutneulabiopsiatutkimus	124	32	71
p-glukoosi,vieritutkimus	124	33	71
p-kalium,vieritutkimus	124	34	71
p-krea,osatutki4600	124	35	71
p-krea,osatutkimus	124	36	71
p-kreatiniini,vieritutkimus	124	37	71
p-natrium,vieritutkimus	124	38	71
p-nestearvot,vieritutkimus	124	39	71
p-troponiinii,herkkä	124	40	71
p-troponiinit,pikatutkimus	124	41	71
p-troponiinit,vieritesti	124	42	71
p-troponiinit,vieritutkimus	124	43	71
p-troponiinit,vieritutkimus,plasmasta	124	44	71
p-troponiinit:nosoituskoe	124	45	71
perusteellinentutkimuspaketti	124	46	71
pt-gfreepinosatutkimus	124	47	71
reumanturvakokeet-tutkimuspaketti	124	48	71
rsvnhom10,vieritutkimus	124	49	71
s-akuutinhepatiittib-viruksentutkimuspaketti	124	50	71
s-hepatiittib-virustutkimus	124	51	71
s-keliakiatutkimus,suppea	124	52	71
s-kilpirauhastutkimuspaketti(s-t4vjas-tsh)	124	53	71
sukupuolitautientutkimuspaketti	124	54	71
sukupuolitautientutkimuspaketti,naiset	124	55	71
tb1(b-tbifngosatutkimus)	124	56	71
tb2(b-tbifngosatutkimus)	124	57	71
troponiinimääritys,tk:ntekemä	124	58	71
troponiinit,kvalitatiivinen,verestä	124	59	71
troponiinit,pikatutkimus	124	60	71
troponiinit,vieritutkimus	124	61	71
ts-ohutneulatutkimus	124	62	71
työpaikanhuumetutkimus4a	124	63	71
u-i/u-kreaosatutkimus	124	64	71
u-ph,huumetutkimuksiin	124	65	71
u-solu,osatutkimus	124	66	71
uniapneatutkimus(yöpolygrafia)	124	67	71
vartijaimusolmuketutkimus,for	124	68	71
verensokeri,tk:ntekemä	124	69	71
virtsanliuskatutkimukset	124	70	71
ylävatsalaajatutkimus	124	71	71
b-mycobacteriumtuberculosis-herkistyneetsolut,gammainterferoni,eritys,igra,b-mycobacteriumtuberculosis-herkistyneetsolutb-mykobacteriumtuberkulosis-herkistyneetsolut	125	1	1
b-perusverenkuva+trombosyytit	126	1	24
b-perusverenkuva,leuk.erittelylaskentakoneella	126	2	24
b-perusverenkuva,leukos.kon.eritt.,tromb.jaretik.	126	3	24
b-perusverenkuva,leukos.kon.eritt.,trombos.jaretikulos.	126	4	24
b-perusverenkuva,leukosyyttienerittelylaskenta,koneellinen	126	5	24
b-perusverenkuva,paikallisanalytiikka	126	6	24
b-perusverenkuva,tromb+neutr	126	7	24
b-perusverenkuva,trombosyytit	126	8	24
b-perusverenkuva,trombosyytitjaeosinofiilit	126	9	24
b-perusverenkuva,trombosyytitjakonediffi	126	10	24
b-perusverenkuva,trombosyytitjaneutrofiilit	126	11	24
b-perusverenkuva,trombosyytitjaneutrofiilit,pvk+neut	126	12	24
b-perusverenkuvajaneutrofiilit,paikallisanalytiikka	126	13	24
b-perusverenkuvajatrombosyytit	126	14	24
b-perusverenkuvajatrombosyytit(lks),osatutkimus	126	15	24
b-perusverenkuvajatrombosyytit,osatutk.	126	16	24
b-retikulosyytit,perusverenkuvajatrombosyytit	126	17	24
perusverenkuva,trombosyytitjaneutrofiilit,verestä␤	126	18	24
perusverenkuvajatrombosyytit	126	19	24
perusverenkuvajatrombosyytit(2474b-pvk)	126	20	24
perusverenkuvajatrombosyytit(b-pvk)	126	21	24
perusverenkuvajatrombosyytit(pvk)	126	22	24
perusverenkuvajatrombosyytit,verestä␤	126	23	24
pieniverenkuvajatrombosyytit(k)	126	24	24
b-siklosporiinia,massaspektrometrinen	127	1	20
b-takrolimuusi,massaspekrometrinen	127	2	20
b-takrolimuusi,massaspektrometrinen	127	3	20
fp-triglyseridit,plasmasta,paastotilassa	127	4	20
glukoosi,plasmasta,osatutkimus	127	5	20
glukoosi,plasmasta,pikamittarilla	127	6	20
kolesteroli,plasmasta,paastotilassa(fp-kol)	127	7	20
kreatiniiniplasmasta,osatutkimus	127	8	20
kromograniinia,plasmasta,paastotilassa␤	127	9	20
parathormoni,plasmasta,paastotilassa	127	10	20
reumafaktori,seerumista,paastotilassa␤␤	127	11	20
s-testosteroni,massaspektrometrinen,seerumista	127	12	20
siklosporiinia,massaspektrometrinen,verestä	127	13	20
siklosporiinia,massaspektrometrinen,veri	127	14	20
takrolimuusi,massaspektrometrinen	127	15	20
takrolimuusi,massaspektrometrinen,verestä	127	16	20
triglyseridit,plasmasta,paastotilassa(fp-trigly)	127	17	20
triglyseriditplasmasta,paastotila	127	18	20
triglyseriditplasmasta,paastotila(ko)	127	19	20
tyreotropiini,plasmasta,erimenetelmällä	127	20	20
b-tromboplastiiniaika,pikamittaus,inr	128	1	26
cp-tromboplastiiniaika,ihopistosnäyte,vieritesti	128	2	26
p-tromboblastiiniaika	128	3	26
p-tromboplastiiniaika	128	4	26
p-tromboplastiiniaika,aktivoitu,partiaalinen	128	5	26
p-tromboplastiiniaika,inr	128	6	26
p-tromboplastiiniaika,inr,tt	128	7	26
p-tromboplastiiniaika,inr-tulos	128	8	26
p-tromboplastiiniaika,inr-tulostus	128	9	26
p-tromboplastiiniaika,inr-tulostus,vieritutkimus	128	10	26
p-tromboplastiiniaika,inrtulostus	128	11	26
p-tromboplastiiniaika-pika,inrpika-tulos	128	12	26
tromboplastiiniaika	128	13	26
tromboplastiiniaika,aktivoitu,partiaalinen,plasma	128	14	26
tromboplastiiniaika,aktivoitu,partiaalinen.plasma	128	15	26
tromboplastiiniaika,inr-tulos	128	16	26
tromboplastiiniaika,inr-tulostu	128	17	26
tromboplastiiniaika,inr-tulostus	128	18	26
tromboplastiiniaika,inr-tulostus,kapillaariverestä	128	19	26
tromboplastiiniaika,inr-tulostus,laaduntarkkailu	128	20	26
tromboplastiiniaika,inr-tulostus,plasma	128	21	26
tromboplastiiniaika,inr-tulostus,plasmasta	128	22	26
tromboplastiiniaika,inr-tulostus,plasmasta␤	128	23	26
tromboplastiiniaika,pikamääritys,plasmasta␤	128	24	26
tromboplastiiniaika,pikatesti,veri	128	25	26
tromboplastiiniaika,plasma	128	26	26
b-veriryhmäjavasta-aineseulonta	129	1	41
b-veriryhmävasta-aineet,raskaudenaikaiset	129	2	41
b-veriryhmävasta-aineet,raskaudenaikaiset(äidinnäyte)	129	3	41
borrelia,iggvasta-aineet,seerumista	129	4	41
borrelia,igmvasta-aineet,seerumista	129	5	41
borrelia,vasta-aineet,seerumista␤	129	6	41
dna,natiivi,vasta-aineet,seerumista	129	7	41
dna,vasta-aineet(natiivi),if-menetelmä,seerumista	129	8	41
dna,vasta-aineet,immunofluor	129	9	41
dna,vasta-aineet,natiivi	129	10	41
e-veriryhmä,abojarh(veripalvelunerikoistutkimukset)	129	11	41
keliakia,vasta-ainetutkimus,seerumista	129	12	41
myeloperoksidaasi,vasta-aineet,seerumista␤	129	13	41
p-veriryhmävasta-aine,seulonta	129	14	41
p-veriryhmävasta-aineet,seulonta	129	15	41
p-veriryhmävasta-aineet,seulonta(kval)	129	16	41
p-veriryhmävasta-aineet,seulonta,spr	129	17	41
proteinaasi3,vasta-aineet␤,seerumista	129	18	41
pölyryhmä(phadiatop),igevasta-aineet,seerumista␤	129	19	41
ruokaryhmä,igevasta-aineet,seerumista␤	129	20	41
s-c-anca-vasta-aineet,immunofluoresenssi	129	21	41
s-dna,vasta-aineet(natiivi)	129	22	41
s-histoni,vasta-aineet,immunoblotting-tekniikka	129	23	41
s-jo1,vasta-aineet,immunoblotting-tekniikka	129	24	41
s-keliakia,vasta-ainetutkimus	129	25	41
s-keliakia,vasta-ainetutkimus,seerumista	129	26	41
s-p-anca-vasta-aineet,immunofluoresenssi	129	27	41
s-sentromeeri,vasta-aineet,immunoblotting-tekni	129	28	41
s-skleroderma70,vasta-aineet,immunoblotting-te	129	29	41
s-sm(smith),vasta-aineet,immunoblotting-teknii	129	30	41
s-tuma,vasta-aineet,analyysi	129	31	41
skleroderma70,vasta-aineet,seerumista	129	32	41
sm,vasta-aineet,seerumista	129	33	41
tuma,vasta-aineet,tyypitys,seerumista␤	129	34	41
veriryhmävasta-aineet,raskaudenaikaiset	129	35	41
veriryhmävasta-aineet,raskaudenaikaiset,verestä␤	129	36	41
veriryhmävasta-aineet,raskaudenaikaiset,veri	129	37	41
veriryhmävasta-aineet,seulonta	129	38	41
veriryhmävasta-aineet,seulonta,plasmasta	129	39	41
veriryhmävasta-aineet,seulonta,spr	129	40	41
veriryhmävasta-aineet,tunnistus,spr	129	41	41
bakteeri,seulontaviljely,steriilitnestemäisetnäytteet	130	1	31
bakteeri,viljely(1:aerobitjaanaerobitsyvänäytteestä),märkäeritteestä	130	2	31
bakteeri,viljely(ysköksestä,sisältäävärjäyksen)	130	3	31
bakteeri,viljely1(anaerobi-sekäaerobiviljelysekävärjäys)	130	4	31
bakteeri,viljely1(salmonella,shigella,yersinia,campylobacter)	130	5	31
bakteeri,viljely1,syvämärkänäyte(anaerobi+aerobi)␤	130	6	31
bakteeri,viljely2(aerobiviljely)	130	7	31
bakteeri,viljely2,pinnallinenmärkänäyte(aerobi)␤	130	8	31
ex-bakteeri,viljely(ysköksestä,sisältäävärjäyksen)	130	9	31
f-bakteeri,viljelyjanukleiinihappoulosteesta	130	10	31
pu-bakteeri,viljely(aerobiviljely,pintamärkä)	130	11	31
pu-bakteeri,viljely1(aerobitjaanaerobitsyvän	130	12	31
pu-bakteeri,viljely1(anaerobi+aerobiviljely,	130	13	31
pu-bakteeri,viljely1(anaerobi-jaaerobiviljelysekävärjäys)	130	14	31
pu-bakteeri,viljely1(punk,kudos,ymsyvät)	130	15	31
pu-bakteeri,viljely1(punktio-,kudos-,syvänäyt	130	16	31
pu-bakteeri,viljely1anaerobi+aerobi(syvämärkä,	130	17	31
pu-bakteeri,viljely2(aerobitpintamärästä)	130	18	31
pu-bakteeri,viljely2(aerobiviljely)␤	130	19	31
pu-bakteeri,viljely2(aerobiviljely,pintamärkä)	130	20	31
pu-bakteeri,viljely2(pintamärkä,iho,ym)	130	21	31
pu-bakteeri,viljely2(pintamärkä,ihoyms.)	130	22	31
pu-bakteeri,viljely2aerobiviljely(pintamärkä,	130	23	31
sieni,viljely(syväsieniviljely,sisältääväräjyksen)	130	24	31
sienvi,viljely(pintasieniviljely,sisältäävärjäyksen)	130	25	31
sk-sieni,viljely(pintasieniviljely,sisältäävärjäyksen)	130	26	31
u-bakteeri,viljely,seulottupositiivinen	130	27	31
u-bakteeri,viljelytk(suupohja,kuusiokunnat,jik)	130	28	31
u-bakteeri,virtsanäytteenjatkoviljely	130	29	31
u-bakteeriviljely,seulottunäyte,jatkoviljely	130	30	31
virtsanbakteeriviljely,erikoisviljely	130	31	31
bakteerit,virtsasta,partikkelinlaskijalla,osatutk.	131	1	5
epiteelisolut,virtsasta,partikkelinlaskijalla,osatutk.	131	2	5
erytrosyytit,virtsasta,partikkelinlaskijalla,osatutk.	131	3	5
lieriöt,virtsasta,partikkelinlaskijalla,osatutk.	131	4	5
osmolaliteetti,virtsasta,partikkelinlaskijalla,osatutk.	131	5	5
basofiilit,konediffi(),osatutk.b-diffi	132	1	7
eosinofiilit,konediffi(),osatutk.b-diffi	132	2	7
eosinofiilitabs,konediffi,osatutk.b-diffi	132	3	7
lymfosyytit,konediffi(),osatutk.b-diffi	132	4	7
monosyytit,konediffi(),osatutk.b-diffi	132	5	7
neutrofiiliset,konediffi(),osatutk.b-diffi	132	6	7
neutrofiilitabs,konediffi,osatutk.b-diffi	132	7	7
bm-luuytimenhistologinentutkimus	133	1	45
gastroskopianäytteenhistologinentutkimus	133	2	45
gastroskopianäytteidenhistologinentutkimus	133	3	45
ihottumanäytteenhistologinentutkimus	133	4	45
kohdunlimakalvonhistologinentutkimus	133	5	45
kohdunlimakalvonhistologisenmateriaalintutkimus	133	6	45
kolonoskopianäytteenhistologinentutkimus	133	7	45
kolonoskopianäytteidenhistologinentutkimus	133	8	45
kolposkopianäytteidenhistologinentutkimus	133	9	45
kudoksenhistologinentutkimus,pienikudosnäyte	133	10	45
kudosnäyte,immunohistokemiallinentutkimus	133	11	45
kudosnäytteenhist.tutk.,laajaleik.prep.	133	12	45
kudosnäytteenhistologinentutkimus	133	13	45
kudosnäytteenhistologinentutkimus,pienikudosnäyte	133	14	45
kudosnäytteet,1-3pientänäytepurkkia	133	15	45
paksuneulabiopsianhistologinentutkimus	133	16	45
prostatabiopsianhistologinentutkimus	133	17	45
rinnanpaksuneulabiopsianhistologinentutkimus	133	18	45
sk-ihottumanäytteenhistologinentutkimus	133	19	45
sk-ihottumanäytteenhistologinentutkimus␤	133	20	45
ts-colonoskopianäytteidenhistologinentutkimus	133	21	45
ts-gastroskopianäytteenhistologinentutkimus	133	22	45
ts-gastroskopianäytteidenhistologinentutkimus	133	23	45
ts-gastroskopianäytteidenhistologinentutkimus␤	133	24	45
ts-kohdunlimakalvonhistologisenmateriaalintutkimus	133	25	45
ts-kolonoskopianäytteidenhistologinentutkimus	133	26	45
ts-kolonoskopianäytteidenhistologinentutkimus␤	133	27	45
ts-kolposkopianäytteidenhistologinentutkimus	133	28	45
ts-kudosnäyte,immunohistokemiallinentutkimus	133	29	45
ts-kudosnäytteenhistol.tutk.(1-3näyt.)␤	133	30	45
ts-kudosnäytteenhistologinenerikois-/lisävärjäys	133	31	45
ts-kudosnäytteenhistologinentutkimus,4taiusea	133	32	45
ts-kudosnäytteenhistologinentutkimus,laajaleik	133	33	45
ts-kudosnäytteenhistologinentutkimus,pieni	133	34	45
ts-kudosnäytteenhistologinentutkimus,pienikudosnäyte	133	35	45
ts-kudosnäytteenhistologinentutkimus,suppealei	133	36	45
ts-kudosnäytteenhistologinentutkimus,suppeaprepar	133	37	45
ts-kudosnäytteenhistologinentutkimus1-3n	133	38	45
ts-paksuneulabiopsianhistologinentutkimus	133	39	45
ts-prostatabiopsianhistologinentutkimus	133	40	45
ts-rinnanpaksuneulabiopsianhistologinentutkimus	133	41	45
ts-yksinkertainenhistologinentutkimus	133	42	45
ts-yksinkertainenhistologinentutkimus(perusterv	133	43	45
ts-yksinkertainenhistologinentutkimus(perusterveyshuolto)	133	44	45
yksinkertainenhistologinentutkimus	133	45	45
cb-hemoglobiini,vieritestihoitoyksikössä	134	1	10
cp-glukoosi,ihopistosn,vieritestihoitoyksikössä	134	2	10
u-asetoniaineet,kval,vieritestihoitoyksikössä	134	3	10
u-erytrosyytit,kval,vieritestihoitoyksikössä	134	4	10
u-glukoosi,kvalvieritestihoitoyksikössä	134	5	10
u-happamuusaste,vieritestihoitoyksikössä	134	6	10
u-kemiallinenseulonta,vieritestihoitoyksikössä	134	7	10
u-leukosyytit,kval,vieritestihoitoyksikössä	134	8	10
u-nitriitti,kval,vieritestihoitoyksikössä	134	9	10
u-proteiini,kval,vieritestihoitoyksikössä	134	10	10
clostridiumdifficile,toksiinigeeni,nukleiinihappo	135	1	7
clostridiumdifficile,toksiinigeeni,nukleiinihappo(kval)	135	2	7
clostridiumdifficile,toksiinigeeni,nukleiinihappo(kval),␤ulosteesta	135	3	7
f-clostridioidesdifficile,nukleiinihappo(kval)	135	4	7
f-clostridiumdifficile,nukleiinihappo(kval),kiireellisenä	135	5	7
f-clostridiumdifficile,toksiinigeeni,nu.h(kval	135	6	7
f-clostridiumdifficile,toksiinigeeni,nukleiinihappo(kval)	135	7	7
ehec(enterohemorraaginene.coli)	136	1	24
enteroaggregatiivinene.colinho	136	2	24
enterohemorraginene.colinho	136	3	24
enteropatogeeninene.colinho	136	4	24
enterotoksigeeninene.colinho	136	5	24
etec(enterotoksigeeninene.coli)	136	6	24
f-campylobacterspp.(jejuni&coli)nukl.haponos	136	7	24
f-ehec(enterohemorraaginene.coli)nukl.haponos	136	8	24
f-etec(enterotoksigeeninene.coli)nukl.haponos	136	9	24
f-plesiomonasshigelloidesnukl.haponos.	136	10	24
f-salmonellaspp.nukl.haponos	136	11	24
f-shigellaspp./eiec(enteroinvasiivinene.coli)nukl.haponos	136	12	24
f-yersiniaenterocoliticanukl.haponos.	136	13	24
li-cryptococcusneoformans,nukl.haponos.	136	14	24
li-cytomegalovirusnukl.haponos.	136	15	24
li-escherichiacolik1nukl.haponos.	136	16	24
li-herpessimplex1,nukl.haponos.	136	17	24
li-herpessimplex2,nukl.haponos.	136	18	24
li-l.monocytogenesnukl.haponos.	136	19	24
li-neisseriameningitidisnukl.haponos.	136	20	24
li-streptococcusagalactiaenukl.haponos.	136	21	24
li-streptococcuspneumoniaenukl.haponos.	136	22	24
li-varicella-zosternukl.haponos.	136	23	24
shigella/eiec(enteroinvasiivinene.coli)	136	24	24
ekg,12kytkentäälevossa	137	1	21
ekg,12kytkentäälevossa(asi	137	2	21
ekg,12kytkentäälevossa(asiakkaanottama)	137	3	21
ekg,12kytkentäälevossa(asiakkanottama)	137	4	21
ekg-12kytkentäälevossa	137	5	21
pt-ekg,12kytkentälevossa	137	6	21
pt-ekg,12kytkentää6tk	137	7	21
pt-ekg,12kytkentääep-terveyskeskus	137	8	21
pt-ekg,12kytkentäälevossa	137	9	21
pt-ekg,12kytkentäälevossa(k-pks:n)(ko)	137	10	21
pt-ekg,12kytkentäälevossa(ot.tk:ssa)	137	11	21
pt-ekg,12kytkentäälevossa,omarekisteröintimuseen	137	12	21
pt-ekg,12kytkentäälevossaosastolla	137	13	21
pt-ekg,12kytkentäälevossa␤	137	14	21
pt-ekg,eteisvärinänseulonta,valvontamonitori-ekg	137	15	21
pt-ekg,eteisvärinänseulonta,valvontamonitori-ekg,lisätallenne	137	16	21
pt-ekg,sisältäentietokoneanalyysin	137	17	21
pt-ekg,sisältäentietokoneanalyysin(malmin)(pi)	137	18	21
pt-ekg,sisältäätietokoneanalyysin	137	19	21
pt-ekgsis[lt[entietokoneanalyysin	137	20	21
pt-ekgsisältäentietokoneanalyysin	137	21	21
ennaltamääritellyngeenineksonienemäsmuutostenjapientenkopiolukumuutostentutkimusngs-menetelmällä	138	1	1
f-cryptosporidium(c.parvumjac.hominis),nukleiinihappo-osoitus	139	1	5
f-cryptosporidiumparvum/c.hominis,nukl.happo	139	2	5
f-cryptosporidiumspp.(c.parvum/c.hominis)nukl.hapososoitus	139	3	5
f-vibriospp.(vulnificus/parahaemolyticus/cholerae)nukl.haponos	139	4	5
vibriospp.(vulnificus/parahaemolyticus/cholerae)	139	5	5
fp-kolesteroli,highdensitylipoproteiinit	140	1	27
fp-kolesteroli,highdensitylipoprotein,plasmasta	140	2	27
fp-kolesteroli,lowdensitylipoproteiinit	140	3	27
fp-kolesteroli,lowdensitylipoproteiinit,paastotilassa	140	4	27
fp-kolesteroli,lowdensitylipoproteiinit,suora	140	5	27
fp-kolesteroli,lowdensitylipoprotein	140	6	27
fs-kolesteroli,highdensitylipoproteiinit	140	7	27
fs-kolesteroli,lowdensitylipoproteiinit	140	8	27
fs-kolestroli,highdensitylipoproteiini	140	9	27
fs-kolestroli,lowdensitylipoproteiini	140	10	27
kolesteroli,hdl/lipidit,osatutkimus(4516fp-hdl-kol)osatutkimus	140	11	27
kolesteroli,highdensitylipoproteiinit	140	12	27
kolesteroli,highdensitylipoproteiinit,plasmasta	140	13	27
kolesteroli,highdensitylipoproteiinit/lipidit	140	14	27
kolesteroli,highdensitylipoproteiinit/lipiditosatutkimus	140	15	27
kolesteroli,highdensitylipoprotein,plasmasta,paastotilassa(fp-kol-hdl)	140	16	27
kolesteroli,lowdensitylipoproteiinit	140	17	27
kolesteroli,lowdensitylipoproteiinit(ldl)/lipidit	140	18	27
kolesteroli,lowdensitylipoproteiinit(ldl)/lipidit(4599fp-kol-ldl/lipidit),osatutkimus	140	19	27
kolesteroli,lowdensitylipoproteiinit(ldl)/lipiditosatutkimus	140	20	27
kolesteroli,lowdensitylipoproteiinit/lipidit	140	21	27
kolesteroli,lowdensitylipoproteiniit,plasmasta	140	22	27
kolesteroli/lipidit,osatutkimus(4515fp-kol/lipidit)	140	23	27
p-kolesteroli,highdensitylipoproteiinit	140	24	27
p-kolesteroli,lowdensitylipoproteiinit	140	25	27
s-kolesteroli,lowdensitylipoproteiinit	140	26	27
s-kolesteroli,osatutkimushighdensitylipoproteiinit	140	27	27
fp-kollageenii:nbeta-karboksiterminaalinentelopeptidi	141	1	27
hpv-gt16aptimapanther,apututkimustulostensiirtoon	141	2	27
hpv-gt18-45aptimapanther,apututkimustulostensiirtoon	141	3	27
hpvaptimapanther,apututkimustulostensiirtoon	141	4	27
kreatiniini,virtsasta(huumeseulonnanyhteydessä)	141	5	27
luuntiheysmittaus,2kohdetta(nk6sa),lausuttuna	141	6	27
natriureettinenpeptidi,b-tyypinn-terminaalinenpropeptidi,plasmasta	141	7	27
nk-solujenosuus(määritettynäcd3-/cd16+/cd56+-soluina)	141	8	27
p-natriureett.peptidin-termin.propept.vieritl	141	9	27
p-natriureettinenpeptidi,b-tyypinn-terminaalin	141	10	27
p-natriureettinenpeptidi,b-tyypn-term.propeptidi	141	11	27
parasiitit,ulosteesta(alkueläintenkystat,madot,madonmunat,toukat)	141	12	27
pt-diffuusiokapasiteetti,single-breath-menetelmä,tavallinenperusmittaus	141	13	27
pt-lausuntoneurofysiologisestatutkimuksesta,hälytysindikaatiot	141	14	27
pt-luuntiheysmittaus,2kohdetta,ilmanlausuntoa	141	15	27
pt-sydämenkattavarakenteellinenjatoiminnallinenuä(fm1ee)	141	16	27
pt-uloshengityksenhuippuvirtaus,vuorokausivaihtelunseuranta	141	17	27
pt-yöpolygrafia,ambulatorinen,hyvinsuppeaunirekisteröintikotona	141	18	27
pt-yöpolygrafia,ambulatorinen,jalkaliikerekisteröinnein	141	19	27
pu-aerobinenjaanaerobinenbakteerityypitysjaan	141	20	27
t-auttajasolujenosuus(määritettynäcd3+cd4+soluina)	141	21	27
t-estäjäsolujenosuus(määritettynäcd3+cd8+soluina)	141	22	27
täydellinennimi:pt-näytteenotto0maksu,kierronulkopuolisetnäytteet	141	23	27
täydellinenverenkuva,sis.perusverenkuvanjaleukosyyttienerittelylaskennan␤	141	24	27
u-amfetamiinijametamfetamiini,enantiomeerienerittely	141	25	27
u-kreatiniini,virtsasta(huumeseulonnanyhteydessä)	141	26	27
yersinia(lajitenterocolitica,pseudotuberculosis,pestis)nho,ulosteesta␤	141	27	27
fp-transferriininrautakyllästeisyys	142	1	18
fp-transferriininrautasaturaatio	142	2	18
fs-transferiininrautakyllästeisyys	142	3	18
fs-transferiininrautakyllästeisyys,paastotilassa	142	4	18
fs-transferriininrautakyllästeisyys	142	5	18
p-transferriininrautakyllästeisyys	142	6	18
p-transferriininrautakyllästeisyys,fp-fe/tr,fp-fe/tran,fp-fe/trans	142	7	18
p-transferriinireseptori	142	8	18
p-transferriinireseptori,liukoinen	142	9	18
s-transferriinireseptori	142	10	18
s-transferriinireseptori,liukoinen	142	11	18
transferiininrautakyllästeisyys,seerumista,paastotilassa	142	12	18
transferriininrautakyllästeisyys	142	13	18
transferriininrautakyllästeisyys(fp-)	142	14	18
transferriininrautakyllästeisyys␤	142	15	18
transferriinirautakyllästeisyys	142	16	18
transferriinireseptori,liukoinen	142	17	18
transferriinisaturaatio	142	18	18
fs-kalsium-ioni.aktuaali	143	1	26
immunoglobuliinia,plasma	143	2	26
immunoglobuliinig,plasma	143	3	26
immunoglobuliinim,plasma	143	4	26
kalsium,albumiinikorjattu	143	5	26
kalsium,albumiinikorjattu(p-,sis.p-alb)	143	6	26
kalsium,albumiinikorjattu,plasma	143	7	26
kalsium,albumiinikorjattu,plasmasta	143	8	26
kalsium,albumiinikorjattu,plasmasta␤	143	9	26
kalsium,albumiinikorjattu,plasmasta␤(huom.alb-pitoisuus)	143	10	26
p-kalsium,alb.korjattu	143	11	26
p-kalsium,albumiinikorjattu	143	12	26
p-kalsium-ioni,aktuaali	143	13	26
p-kalsiumioni,aktuaali	143	14	26
paastoplasmankalsium-ioni,aktuaali	143	15	26
paastoseeruminkalsium-ioni.	143	16	26
paastoseeruminkalsium-ioni.aktuaali	143	17	26
paastoseeruminkalsium.ioni.aktuaali	143	18	26
plasmankalsium-ioni,aktuaali	143	19	26
s-immunoglobuliinia/osatutkimusaitkeli	143	20	26
s-immunoglobuliinig,alaluokka1	143	21	26
